Student_ID,Age,Gender,Year_of_Study,Academic_Stress,Social_Support,Financial_Status,Work_Life_Balance,Mental_Health,Healthy_Life_Expectancy,Generosity,Freedom_to_Make_Life_Choices,Ladder_Score_in_Dystopia,Academic_Year,Sports_Engagement,Average_Sleep_Hours,Social_Relationships,Stress_Relief_Activities,Depression,Anxiety,Isolation,Happiness_Level
112,23,Other,1,3.4830093305998613,7.070402353090555,4.347776016570916,4.563870432763471,4.3932930762302504,9,9,4.298470302624545,4,2,1.8455407277357558,7.323632472512978,7.586304861702939,9,1.0,2.6691428684914125,1.7948796451058366,5.349410609564614
113,37,Other,3,4.539198571588465,9.846650525118966,4.625971800601006,4.824287390184,7.027070878702337,10,5,5.703782041056233,9,3,3.212838064043978,6.978667618368912,5.740303888976949,6,2.9152051834006136,3.940796551023417,2.78394212766292,4.542951030758892
114,33,Male,2,3.151533711463391,5.578160924096521,3.2988880713140336,6.461221697532429,8.816011828813295,7,10,5.185606364237278,8,1,8.173799314066182,8.682662914648114,6.233342181506822,7,2.748109668233471,2.903335360123657,5.418287888130223,4.368252907359523
115,29,Female,1,6.780396822249574,5.748515431762627,5.848257098629953,3.733157963414754,6.100540007768195,6,9,4.351881762623925,1,1,1.0,9.14823920195764,1.5471996586898467,9,4.512836101340809,1.0,3.985715249431692,3.4447114882751997
116,34,Female,3,7.070498669447505,8.14604467235929,2.6306648455472263,6.699847430498785,7.617929498592714,6,10,8.029172506522935,1,1,4.719644140349312,6.413157320475814,10.0,7,4.2158423021932885,3.8207486670955815,4.152213838799867,5.5585810133532165
117,33,Other,3,1.3076242755238123,4.685797727185531,6.3818330482874215,4.2092912526816,8.277386568839797,8,6,7.563448376628626,7,3,7.344549919216137,5.000013439689709,7.825835399239348,10,3.52423257753968,2.5837754470492373,1.7677757198941007,5.1143750371593955
118,23,Female,2,3.14097827961518,6.050867455172441,5.927338783915316,8.125707386066432,5.635479341031287,7,3,7.677082955118521,3,2,4.813478668916471,4.901812536728798,5.848978771092753,9,1.0,2.7787831184657272,6.85094023004082,5.022634907249613
119,35,Female,2,2.006941489819842,7.894661706372629,6.293870596773376,10.0,6.323045703484503,8,4,7.649340786639026,7,1,4.189977857098605,8.321880992159802,5.313016467500509,1,1.0,2.896993359106668,4.344161681202939,6.234272687297495
120,28,Other,3,3.699952131186204,6.048571228465895,4.955736859960015,4.27848639659636,5.473132764284261,10,4,4.167932510584805,9,3,5.258843353630601,6.952941459225613,6.25652687068099,1,4.824564630125407,1.0,2.150378327306054,4.825899139151445
121,33,Male,1,4.833124060419278,6.646045019183543,10.0,7.068415724749349,5.76675158996589,7,1,4.792625456406006,3,2,4.293759639995107,7.183241910458719,8.075319302229177,3,4.4929365877722285,1.0,5.282182658453014,5.1903834023441355
122,35,Male,3,2.10070956060294,8.116278565472552,8.720231800360626,4.546516190235962,5.068592074520408,6,3,8.917315045875323,3,2,5.061698985513878,5.209349007043286,4.161872611622612,9,1.005039311521951,1.82160807322695,4.137890036965871,5.490934273113656
123,25,Male,2,3.1562803737493734,7.632319125304842,3.5109149998305544,8.08190834759558,5.64932730793296,8,3,6.216024244877997,2,2,3.633237926959741,6.246811087211533,6.787623371058493,1,3.6946914452392865,3.820660173091188,1.0,4.411369138952167
124,23,Other,1,2.992085255837003,7.400227594443103,6.465736174853797,3.46948318182957,9.129183521196758,9,1,3.059058612591394,10,3,7.217348839911448,6.704519186099217,9.65596280869401,1,2.581456328270556,1.1417278692343535,3.400049131883338,4.501537859037612
125,24,Female,1,5.414534658797888,6.491316581094942,4.783987714125352,6.961173516855426,5.626784456364561,7,9,6.433888655191493,1,3,7.846529842131321,7.207838383364071,5.299080496048294,5,5.172983355359355,5.378520512355817,1.0636608389422029,5.359379011124461
126,26,Other,3,5.138688674072501,7.555091672903433,3.971040546585172,4.254022066221294,7.189688828591035,6,1,7.309582523336267,9,3,4.733219355776755,6.601407961086241,7.120577558145483,8,3.1671699124335873,3.4033316871426433,1.0,4.43015599204026
127,33,Other,2,3.556524893325493,6.814400979850365,3.31985585775213,5.586030821803263,6.245696869493566,5,9,7.048082874740417,6,1,2.2270211586175135,5.962673801698657,10.0,2,4.800780466518414,3.7287566825866825,2.134616173670949,4.979287300964299
128,34,Female,3,5.353641744278796,7.6867084148886775,6.8644333815185075,3.937949449705386,8.768298905555408,7,1,4.124260793676722,6,3,3.9523136593732096,6.215433007397477,7.948227444536159,4,1.7728687761042519,2.33666315752519,5.268076555296281,4.310191586337167
129,22,Male,3,3.906639830825469,6.254601962323033,4.637239529860852,7.644700941791507,8.966743444905426,7,2,9.773443118515107,8,1,4.632022679794072,8.208323285947232,7.188885730728183,6,3.5700470372993545,1.0,5.948716457790374,5.34576145130009
130,27,Male,3,4.456689779347894,6.726146538430688,7.935652048050408,4.326039291120826,8.29610497320842,10,2,2.9988108257824946,5,1,6.011077753806417,7.2447846196035,7.759954682363504,1,2.1746443557662922,4.063837348188104,1.9785507673679528,4.9958639985013065
131,26,Other,1,8.346904180597074,5.515063311171979,7.987564429060878,7.103928518663655,7.459201829654133,9,6,6.221792860326825,9,1,2.983973553658644,7.612156806955552,6.398701997485446,4,1.763084946296576,1.5555934377571492,2.4291761823126174,4.314502128233297
132,24,Male,1,7.680922103580696,6.947488584990646,8.747828770422899,5.311803943475335,6.653410694738652,10,7,9.473105705532166,5,3,3.461675362715699,6.10112618912267,8.94944692795516,4,1.0,1.0,5.792270611557154,5.816638049675669
133,23,Other,2,2.4008375261448047,5.783498704556733,4.295226467851792,5.771055256402274,5.2121879437131255,7,1,7.18331416787089,2,1,6.021352275717614,4.0461765145993756,6.401004965649682,9,4.846960713464744,1.330476241316165,4.341299707902725,4.790511520605042
134,25,Other,2,6.6594648357583495,5.32893032475701,6.950731221384021,6.295511814800257,9.915293321683295,7,3,7.67243913810271,6,3,6.8778176640791155,6.4768956931155035,4.061227586896035,9,6.4993872267545925,2.840552407548038,3.9789449920903177,3.740393998253933
135,37,Female,3,6.622793108983184,7.387991721783083,7.264908433284601,4.476350656682302,5.86049047337117,9,2,3.8936717016597293,9,3,3.756811909658632,6.133429445574503,6.41304534408931,6,1.0,1.0,3.2789527905380615,3.958457038157227
136,25,Female,3,2.7034734224947634,7.319109663786491,5.05164364979207,6.420734227081774,7.995469520549262,9,8,6.694092915193742,3,1,2.333565892098008,7.349012268628079,5.549898205184945,8,4.387190816259915,2.327758803995418,4.4495680143496585,5.36452508482156
137,27,Female,3,6.637555287509722,8.174310602422858,4.45645608521425,9.060669128708822,8.589348358935096,8,9,5.926794674610106,10,1,10.0,10.0,6.578208981703856,10,4.303838190548328,5.016647806101433,2.940296305524542,6.8620751729146505
138,31,Other,2,8.075863836825105,6.353311645637351,9.219041331551946,4.443810428334571,6.167079254642006,6,2,3.7399116616712704,4,1,6.566608474177427,7.695166017618256,6.6113739113790535,4,1.9708029141368415,3.0639479732106296,6.059027472603075,3.4268140338761155
139,25,Female,1,2.7549103875111722,7.612079270255133,6.4549917514641075,8.34362028654769,8.557018790973943,6,2,7.7301429789499245,10,3,4.465992476465937,9.735960159383488,8.79613479970736,10,1.5250297798103265,5.398749170160816,2.760906467580462,5.912101910235354
140,38,Male,1,3.164994357971473,7.8261963584104945,7.271935501423476,8.996195266975569,8.146319805008282,8,10,4.361026522698662,8,3,6.738062551061679,7.568769695339449,8.042939089996578,8,5.361009150910556,2.193692275204141,2.7291901376697,6.696885288704566
141,38,Male,3,7.035322933687005,7.6671607117473926,4.355847976344145,4.367690021943912,9.591945753072647,6,9,4.598150735662946,6,1,4.751086740571155,6.370113762427285,7.394898231363095,3,5.150221649177542,5.306301752896021,1.0,3.9814169409271623
142,24,Other,3,5.542990621651296,5.761519475796787,3.5614310669556124,3.089890789818896,6.2959803003599335,7,4,6.865158644169696,7,1,6.734313778200373,7.347916078120884,6.995581883001107,2,3.902979826624911,1.0,5.116193681357471,4.108829243443484
143,27,Other,3,6.1029525504790465,7.224045223406783,4.861100451015779,6.60392180034353,5.071203974080428,8,5,5.713509108709969,7,2,5.318786395552444,8.780638599477708,5.411712986713008,6,1.960061016940987,4.199750841200056,1.074527538656946,4.783845918577289
144,25,Female,3,5.681178432800993,7.546210444081992,5.751957225220006,4.905184954466254,6.241765366833233,8,9,6.338576047312026,4,1,5.182543796335146,8.829562596321239,3.7282371435014836,5,5.178910824541564,2.783456562615311,1.0,5.332562388960258
145,24,Other,2,5.781391841856288,7.010767700361913,3.8715599863653023,9.737206438326005,7.3132803138014975,6,6,5.5910006824603276,6,2,4.772836263538423,6.424662631956921,7.1697400170891745,8,1.3268300122577086,5.709736755210462,2.6422400567797575,5.303987453673431
146,22,Other,1,2.347055743377834,3.8702835124433728,5.980310382699234,6.0696150809996645,7.0873190906275845,5,10,8.826121687008085,9,2,2.1052373330738203,7.253183695699299,8.191961805360489,1,5.841274255559767,2.175212422653333,2.3234619870656736,4.698244590815766
147,29,Male,3,7.094635413242896,7.24073443596022,2.622989623863,4.395601183929641,6.409843155588174,6,9,4.149938705522768,3,3,8.87618979878628,5.570733120328855,6.837499175133116,10,6.264414444918457,1.0,3.899698292771201,4.208339062902474
148,27,Male,2,7.339179984855547,10.0,3.7599051550602556,3.705680977976577,4.136203811534136,10,9,5.070382439587974,8,3,3.116932159464513,7.82466862469143,6.1977185158199495,3,5.362960131167975,4.013365695696148,4.298275976091218,3.899475680424089
149,22,Female,3,4.541218511863945,6.459941096864526,7.34182249655375,8.179809918181661,7.70572449419366,5,7,6.962343115158454,7,2,2.279952847378811,8.553354699055895,7.696753247821318,7,3.685616344706571,6.294372379079308,1.34451475859744,4.30114848824288
150,24,Other,3,4.913046100372275,5.907884353217018,7.207581040555788,4.857632051831627,9.9585167186233,8,10,4.024164332717962,4,2,4.574280234487265,7.039799454116016,6.875001699063479,10,1.0,3.472359943715884,8.439824285334904,3.679022856518814
151,36,Other,1,1.9377849948885557,7.560022839567098,5.216246469226268,6.087657598920856,7.6963768571845055,5,9,3.935553235208248,10,1,3.0770563729789866,6.332615945639872,9.528616287960942,4,2.6304384686290385,2.9157986415930086,2.5973282335626706,5.613368772054056
152,24,Male,3,6.0285095120356695,7.4685673156998575,3.964471381846094,7.911605490224962,7.91370327858027,7,5,6.2754877880062745,3,2,4.8965744188794575,7.360130951277562,8.849092513102427,10,6.529760064341321,1.0,1.0,4.091431814230406
153,23,Other,1,6.144114883428288,8.789102748124622,3.945192896947978,5.031483296138339,7.858667959232653,9,5,7.734706757837755,7,1,6.3755276971235375,7.417459031363166,8.439262085534994,5,4.87411293518922,4.893809390176395,6.16563383164166,4.235724787572344
154,27,Male,1,4.875617966001378,5.113197766136668,5.253463508117372,5.908142342519679,7.5955700048236,5,8,7.995755631588509,10,3,6.990605801058446,7.08114383184962,8.136601171314856,8,3.8706280803601043,2.89678643516939,4.45681413142008,4.206965832004438
155,39,Female,1,7.248706719741005,8.097070378862488,7.289036983290583,5.966863180354959,8.397498950302142,10,10,6.183479751974564,9,1,6.629461443243363,7.178715124335953,5.064748878322814,1,1.6383100872814462,4.401620038185865,3.8177240276642594,4.450520266397385
156,24,Male,2,4.331845538040119,7.885633091877195,7.856491382688649,7.366649023032184,7.593060521778499,9,4,4.655734683005347,10,3,4.38873589042864,6.826185149530629,7.994490553078899,1,5.048811798536786,3.3944534617083972,2.1293919242446933,5.65266274616761
157,30,Other,2,6.1292118517872005,6.786780194589181,5.006936529036062,7.181488671020651,6.530984245520086,7,9,6.551326395268516,3,2,5.099183655323172,7.995954928226406,7.564488936469862,7,1.0,7.08001738421215,3.0916462320353086,4.209985458544589
158,32,Female,1,2.960671322615769,7.508030976882535,3.6930151480304323,5.559772537490343,5.806016634986869,10,7,7.132276617424741,10,2,5.815758101794982,7.736227445165127,7.909637092586745,9,2.658328111319441,1.8851686980858924,1.0,7.32760516599778
159,24,Male,3,4.952895698251524,8.544186222397535,6.535687275732666,6.127298122993035,6.626539517078987,9,7,6.523721318580547,9,2,1.484425152115855,6.016896852855851,7.738914230219579,4,6.479759109326899,1.9583384813847968,2.4578969975026586,5.825941864356244
160,31,Male,1,4.651291484194329,8.308473070042675,4.352930058748301,5.256441976953023,7.471194244675999,7,3,8.46833971758275,8,1,6.141169400239719,5.989409396841405,7.679143881772099,8,1.3912594703801842,5.026841442676762,7.913567544048246,4.050233142691847
161,25,Female,3,5.4506158440818835,5.285471031889407,4.963494722277595,3.0447751861611105,6.52587555831554,9,4,3.971677469490065,3,3,2.085401424832337,6.745625582973438,10.0,10,4.2183786626697515,5.075904463252355,1.0912994683568351,2.4583954052930843
162,29,Female,1,4.260946142333283,8.230237280133228,8.650552180874076,6.515201714796259,7.471508024697146,9,7,4.606047964712875,8,3,9.080693197812979,7.736837124105179,6.885721495072121,7,1.0,5.139216987403235,3.3535456294734605,6.436703420413605
163,29,Male,3,4.737054808656664,6.902967092451222,7.654230857131536,9.784383521666136,7.658725200550626,6,5,8.190698388797447,4,3,4.190969830716609,7.148057413890815,8.404506071243995,2,1.6955949938160162,2.97465610797054,1.0,7.245979730535659
164,27,Other,2,6.652094342883013,7.1093111470232735,6.315948624502903,4.232561718617874,8.249769146905273,10,3,3.0539603389694725,6,3,4.630249645610817,6.356849589877345,6.293515284603995,5,3.3589256372678955,3.415314434952756,1.9585974902120002,4.560690380113537
165,22,Male,3,4.126471525523565,7.1097954865025415,3.4561619977745544,4.453940580794594,8.92419245325847,10,1,4.921228545836999,10,3,3.460585801524289,7.26151859672583,8.185962375831508,9,3.7072400709390854,1.0,1.0,5.178870736444396
166,34,Female,1,1.7868457985226414,6.7746355168026104,6.422793134941318,4.258544456712517,7.117011127718286,5,7,4.536919410547277,2,1,3.7400599362886204,6.669189480477728,8.408979835348683,9,7.134889767669281,2.6782624853364054,3.8546403742005007,4.946203445206819
167,25,Male,2,8.499167808410842,8.787561245660598,8.125314581575052,7.449183557446245,5.038335152278509,10,6,2.871590197306063,8,3,9.54818713828648,7.880486460224131,7.546639115703022,3,1.9918983553711196,3.553592878690053,3.431665555289502,5.230187088750603
168,23,Female,3,7.7629081573809735,6.8744230602261815,5.248732668468929,6.8969709083928805,6.482343854771215,10,10,5.625702390718173,9,2,6.880739377246595,7.333058435067048,9.50387041356475,3,4.188872684845681,3.554673033739937,1.0,6.198339569615911
169,22,Female,3,2.4154746097887627,5.320680807425247,8.70222817997343,5.682924615167087,7.066093851109899,9,7,7.492587719776908,7,3,1.9015951097043233,6.684721812547856,5.673585945459374,2,4.132765296086001,1.4845201685108849,3.1765712966762907,6.286268226662341
170,29,Other,3,6.379415610490389,6.409705216045407,8.585490579036414,4.16396187672207,4.246346865734365,8,2,6.312655831042205,8,2,8.008425801370459,7.231518772046462,6.269168587497667,7,1.8223013590318193,1.0,3.2475255144664077,4.79927597540173
171,30,Female,3,3.9940504588973136,7.268042075215713,9.327465664286947,6.184753583279848,9.082996780153723,6,4,7.599207570604155,7,1,7.386484550282863,8.315048059524202,7.318570129035234,6,4.911893750188721,5.088383504874624,3.349845488821298,5.039713646426468
172,22,Female,3,5.526974430662119,8.843822176445576,6.610486253062706,2.8707557453283914,7.2135668687656995,5,2,8.383911935285946,10,1,4.437575075423423,6.430369923453623,8.321210280226333,5,4.336344576357945,4.774703067542341,4.707860356613681,4.522888230204945
173,27,Other,2,5.588448258026988,7.90464202742325,7.174783399612025,6.286853133714986,7.572029251870427,6,8,5.228736478108961,4,2,5.6133938840596755,7.402656981647161,7.2691442819424,7,2.4530493439437056,2.5354598625224796,6.130088429094789,5.742865158128122
174,24,Female,2,4.531184399367356,5.724197081879434,8.82837457666218,7.743048772175868,9.0482896937894,5,7,10.0,1,3,4.970111841157851,6.929539659534004,8.928638554765849,4,3.389404865079912,5.064936566266878,1.7723098582580847,5.264697959207252
175,30,Other,2,3.432468668827207,10.0,6.894787874137951,3.4976017267326442,6.054785754786479,7,1,5.309169151872333,3,1,8.945159808893864,7.426983683862099,6.007465193550521,5,1.080855625299063,4.878956639361168,2.3872893589124367,4.713772240345805
176,23,Other,2,3.618917895367481,7.397162966466969,4.997531784419575,2.9349634463406726,7.861062896326045,9,2,5.574937948312618,7,1,3.4074196220158193,6.34543505840427,5.289132265767169,9,1.228825457513427,1.0,2.6534751254269753,4.49869815381226
177,31,Female,1,3.1676161690375153,8.913086106998522,5.102914326944277,9.15887578338972,6.835203815347096,10,2,4.584758926262445,7,1,5.2920212195514535,7.110335433159376,7.462192504804757,9,2.9568859325324097,2.792174131953536,1.0,5.342679391485942
178,25,Female,2,3.3363555835391105,6.772428349634156,6.4771099075474785,4.77648072099083,6.723869699476121,10,4,7.090778961849348,3,3,4.143709338014391,8.1078232824168,6.8842295858294555,4,4.494948424064283,5.677305250235484,1.0,4.459404548140189
179,37,Male,3,4.865643419901289,7.800038867058174,3.4188771561075626,8.271895691887643,5.841711418293431,8,3,5.41899316204605,1,2,2.1339191907642916,6.062993018753892,7.81429558053733,6,2.3329803415832426,1.0,4.12648387978985,4.366261595325957
